"KODE","TEKST","N3"
"M76130","NODULÆR FASCIITIS",""
"M76150","MUSKULOAPONEUROTISK FIBROMATOSE",""
"M76170","CIKATRICIEL FIBROMATOSE",""
"M76190","PSEUDOSARKOMATØS STROMAREAKTION",""
"M76300","ANGIEKTASI",""
"M76310","ANGIOMATOSE",""
"M76320","TELEANGIECTASIA MACULARIS",""
"M76380","KAPILLÆR TELEANGIEKTASI",""
"M76400","LYMFANGIEKTASI",""
"M76500","ENDOMETRIOSE",""
"M76510","ADENOMYOSE",""
"M76560","ENDOSALPINGOSE",""
"M76600","VERRUCA",""
"M76620","VERRUCA PLANA",""
"M76620","VERRUCA PLANA",""
"M76630","VERRUCA VULGARIS",""
"M76640","EPIDERMODYSPLASIA VERRUCIFORMIS",""
"M76660","MOLLUSCUM CONTAGIOSUM",""
"M76670","VERRUCA PALMO-PLANTARIS",""
"M76700","KONDYLOM",""
"M76701","FLADT KONDYLOM",""
"M76720","CONDYLOMA ACUMINATUM",""
"M76770","BOWENOID PAPULOSE",""
"M76800","POLYP",""
"M76801","BREDBASET POLYP",""
"M76802","STILKET POLYP",""
"M76810","FIBROEPITELIAL POLYP",""
"M76820","INFLAMMATORISK POLYP",""
"M76830","INFLAMMATORISK FIBROID POLYP",""
"M76850","EPULIS",""
"M76855","KONGENIT GRANULÆRCELLETUMOR",""
"M76880","LYMFOID POLYP",""
"M76890","INFLAMMATORISK PSEUDOTUMOR",""
"M76900","POLYPOSE",""
"M77600","PROLIFERATION (-CYTOSE)",""
"M77600","PROLIFERATION (HÆMATOPOIETISK CELLE I BLOD)",""
"M77610","LEUKÆMOID REAKTION",""
"M77620","ERYTROBLASTOSE",""
"M77630","LEUKOERYTROBLASTOSE",""
"M77700","POLYCYTÆMI",""
"M77720","SEKUNDÆR POLYCYTÆMI",""
"M77730","RELATIV POLYCYTÆMI",""
"M77800","HISTIOCYTOSE",""
"M77801","FOKAL HISTIOCYTOSE",""
"M77810","SINUSHISTIOCYTOSE",""
"M77810","SINUS HISTIOCYTOSE",""
"M77860","EOSINOFILT KNOGLEGRANULOM",""
"M77880","RETIKULOHISTIOCYTOM",""
"M77902","UDGÅET PR. 01.01.87",""
"M77902","MIKROINVASIV GERMINALCELLE TUMOR",""
"M77910","LANGERHANS CELLE HISTIOCYTOSE",""
"M77910","HISTIOCYTOSIS X",""
"M77920","HAND-SCHUELLER-CHRISTIANS SYGDOM",""
"M77940","SINUSHISTIOCYTOSE MED MASSIV LYMFADENOPATI",""
"M780A0","MYELOMCELLE",""
"M78000","ABNORMT PERIFERT BLOD",""
"M78010","BLASTISK CELLE",""
"M78020","ALDER-REILLY CELLE",""
"M78030","CHEDIAK-HIGASHI CELLE",""
"M78040","MAKROTROMBOCYT",""
"M78042","DYSPLASTISK TROMBOCYT",""
"M78051","GAUCHER CELLE",""
"M78052","NIEMAN-PICK CELLE",""
"M78062","SEA BLUE HISTIOCYT",""
"M78080","MAY-HEGGLIN INKLUSION",""
"M78080","MAY-HEGGLIN CELLE",""
"M78130","PELGER-HUET CELLE",""
"M78140","PLASMACYTOID CELLE",""
"M78150","HYPERSEGMENTERET GRANULOCYT",""
"M78150","MEGALOBLAST",""
"M78160","HYPOSEGMENTERET GRANULOCYT",""
"M78170","ATYPISK LYMFOCYT",""
"M78171","LYMFOMCELLE",""
"M78172","SEZARY CELLE",""
"M78200","ERYTROCYTFORMFORANDRING",""
"M78210","AKANTOCYTOSE",""
"M78220","ANISOCYTOSE",""
"M78250","ECHINOCYTOSE",""
"M78270","ELLIPTOCYTOSE",""
"M78290","PENCIL CELLE",""
"M78300","POIKILOCYTOSE",""
"M78310","SCHISTOCYTOSE",""
"M78320","DREPANOCYTOSE",""
"M78330","SFÆROCYTOSE",""
"M78340","TARGET CELLE",""
"M78350","STOMATOCYT",""
"M78400","CYTOPLASMATISK FORANDRING I HÆMATOPOIETISK CELLE",""
"M78400","CYTOPLASMATISK FORANDRING",""
"M78410","AUER BODY",""
"M78430","BASOFIL PUNKTERING",""
"M78440","CABOT RING",""
"M78450","DØHLE LEGEME",""
"M78460","HEINZ BODY",""
"M78470","HOWELL-JOLLY BODY",""
"M78490","PAPPENHEIMER BODY",""
"M78500","POLYKROMATOFILI",""
"M78530","ANISOKROMI",""
"M78560","LE-CELLE",""
"M78570","RA-CELLE",""
"M78610","MIKROCYTÆR HYPOKROM ERYTROCYT",""
"M78620","MAKROCYTÆR NORMOKROM ERYTROCYT",""
"M78630","MAKROCYTÆR HYPERKROM ERYTROCYT",""
"M78740","PENGERULLEDANNELSE",""
"M78800","UDGÅET PR. 23.02.96",""
"M78800","MEGALOBLASTISK FORANDRING",""
"M79150","GRAVIDITETSHYPERPLASI",""
"M79160","LAKTERENDE KIRTELVÆV",""
"M79170","INVOLUTION EFTER LAKTATION",""
"M79300","CYKLISK FORANDRING (ENDOM.)",""
"M79310","PROLIFERATIONSFASE",""
"M79311","IRREGULÆR PROLIFERATION",""
"M79311","PROLIFERATIVT PRÆG",""
"M79312","IRREGULÆR PROLIFERATION MED FOKAL ABORTIV SEKRETION",""
"M79313","INSUFFICIENT PROLIFERATION",""
"M79315","PROLIFERATIVT MED HENFALD",""
"M79320","SEKRETIONSFASE",""
"M79325","SEKRETORISK MED HENFALD",""
"M79330","MENSTRUATIONSFASE",""
"M79340","ANOVULATORISK CYCLUSFORANDRING",""
"M79360","INAKTIVT ENDOMETRIUM",""
"M79370","ATROFI (ENDOM.)",""
"M79380","REGENERATION (ENDOM.)",""
"M79390","VEKSLENDE FASEPRÆG",""
"M79391","UDEN FASEPRÆG",""
"M79410","GESTATION",""
"M79412","ADAPTATIONSHYPERPLASI",""
"M79415","REGRESSIV GRAVIDITETSHYPERPLASI",""
"M79420","EXAGGERATED PLACENTAL SITE",""
"M79420","SYNCYTIAL 'ENDOMETRITIS'",""
"M79421","PLACENTAL SITE NODULE",""
"M79430","ARIAS-STELLA FÆNOMEN",""
"M79440","HYPERSEKRETORISK ENDOMETRIUM",""
"M79441","SEKRETORISK HYPERTROFI, GLANDULÆR TYPE",""
"M79442","SEKRETORISK HYPERTROFI, DECIDUAL TYPE",""
"M79450","FORANDRING VED DYSFUNKTIONEL BLØDNINGSFORSTYRRELSE (ENDOM.)",""
"M79460","PRÆDECIDUAL FORANDRING (ENDOM.)",""
"M79470","ASYNKRON KIRTEL-/STROMAUDVIKLING",""
"M79470","ENDOMETRITIS POST GRAVIDITATEM",""
"M79480","UFULDSTÆNDIG SEKRETIONSFASE",""
"M79481","UFULDSTÆNDIG SEKRETIONSFASE MED DISSOCIERET FORSINKELSE",""
"M79482","UFULDSTÆNDIG SEKRETIONSFASE MED KOORDINERET FORSINKELSE",""
"M79490","IRREGULAR SHEDDING",""
"M79500","DECIDUAL REAKTION",""
"M79501","ARRESTED SECRETION",""
"M79510","DECIDUA",""
"M79550","DECIDUAL CAST",""
"M79590","PSEUDODECIDUAL REAKTION",""
"M79680","LUTEOM HOS GRAVID",""
"M79810","DECIDUAL REAKTION (CERVIX)",""
"M79900","REGENERATION",""
"M80000","BENIGN TUMOR",""
"M80001","TUMOR, USIKKERT OM BENIGN ELLER MALIGN",""
"M80001","TUMOR",""
"M80003","MALIGN TUMOR",""
"M80004","TUMOR, DIREKTE SPREDNING",""
"M80005","UDGÅET PR. 01.03.96",""
"M80005","MIKROINVASIV TUMOR",""
"M80006","METASTASE, MALIGN TUMOR",""
"M80009","MALIGN TUMOR, USIKKERT OM PRIMÆR ELLER METASTASE, SEKUNDÆR",""
"M8001X","TUMORDIATESE",""
"M80010","BENIGNE TUMORCELLER",""
"M80011","TUMORCELLER",""
"M80013","MALIGNE TUMORCELLER",""
"M80016","METASTATISKE TUMORCELLER",""
"M80053","MALIGN TUMOR, PROLIFERATIONSCENTER",""
"M80100","BENIGN EPITELIAL TUMOR",""
"M80102","CARCINOMA IN SITU",""
"M80103","KARCINOM",""
"M80104","KARCINOM, DIREKTE SPREDNING",""
"M80106","METASTASE, KARCINOM",""
"M80107","KARCINOMRECIDIV",""
"M80109","KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80123","STORCELLET KARCINOM",""
"M80124","STORCELLET KARCINOM, DIREKTE SPREDNING",""
"M80125","UDGÅET PR. 01.01.96",""
"M80125","STORCELLET KARCINOM, MIKROINVASION",""
"M80126","METASTASE, STORCELLET KARCINOM",""
"M80127","STORCELLET KARCINOM, RECIDIV",""
"M80128","STORCELLET KARCINOM I REMISSION",""
"M80129","STORCELLET KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80203","UDIFFERENTIERET KARCINOM",""
"M80204","UDIFFERENTIERET KARCINOM, DIREKTE SPREDNING",""
"M80206","METASTASE, UDIFFERENTIERET KARCINOM",""
"M80207","UDIFFERENTIERET KARCINOM, RECIDIV",""
"M80209","UDIFFERENTIERET KARCINOM, USIKKERT OM PRIMÆRT EL. METASTASE",""
"M80213","ANAPLASTISK KARCINOM",""
"M80214","ANAPLASTISK KARCINOM, DIREKTE SPREDNING",""
"M80215","UDGÅET PR. 01.01.96",""
"M80215","ANAPLASTISK KARCINOM, MIKROINVASION",""
"M80216","METASTASE, ANAPLASTISK KARCINOM",""
"M80217","ANAPLASTISK KARCINOM, RECIDIV",""
"M80218","ANAPLASTISK KARCINOM I REMISSION",""
"M80219","ANAPLASTISK KARCINOM,USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80313","GIANT CELL KARCINOM",""
"M80314","GIANT CELL KARCINOM, DIREKTE SPREDNING",""
"M80315","UDGÅET PR. 01.01.96",""
"M80315","GIANT CELL KARCINOM, MIKROINVASION",""
"M80316","METASTASE, GIANT CELL KARCINOM",""
"M80317","GIANT CELL KARCINOM, RECIDIV",""
"M80318","GIANT CELL KARCINOM I REMISSION",""
"M80319","GIANT CELL KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80323","SPINDLE CELL KARCINOM",""
"M80324","SPINDLE CELL KARCINOM, DIREKTE SPREDNING",""
"M80325","UDGÅET PR. 01.01.96",""
"M80325","SPINDLE CELL KARCINOM, MIKROINVASION",""
"M80326","METASTASE, SPINDLE CELL KARCINOM",""
"M80327","SPINDLE CELL KARCINOM, RECIDIV",""
"M80328","SPINDLE CELL KARCINOM I REMISSION",""
"M80329","SPINDLE CELL KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80333","SARKOMATOIDT KARCINOM",""
"M80334","SARKOMATOIDT KARCINOM, DIREKTE SPREDNING",""
"M80336","METASTASE, SARKOMATOIDT KARCINOM",""
"M80337","SARKOMATOIDT KARCINOM, RECIDIV",""
"M80339","SARKOMATOIDT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80401","TUMORLET",""
"M80413","SMÅCELLET KARCINOM",""
"M80414","SMÅCELLET KARCINOM, DIREKTE SPREDNING",""
"M80415","UDGÅET PR. 01.01.96",""
"M80415","SMÅCELLET KARCINOM, MIKROINVASION",""
"M80416","METASTASE, SMÅCELLET KARCINOM",""
"M80417","SMÅCELLET KARCINOM, RECIDIV",""
"M80418","SMÅCELLET KARCINOM I REMISSION",""
"M80419","SMÅCELLET KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80423","SMÅCELLET KARCINOM, OAT CELL TYPE",""
"M80424","SMÅCELLET KARCINOM, OAT CELL TYPE, DIREKTE SPREDNING",""
"M80425","UDGÅET PR. 01.03.96",""
"M80425","SMÅCELLET KARCINOM, OAT CELL TYPE, MIKROINVASION",""
"M80426","METASTASE, SMÅCELLET KARCINOM, OAT CELL TYPE",""
"M80427","SMÅCELLET KARCINOM, OAT CELL TYPE, RECIDIV",""
"M80428","SMÅCELLET KARCINOM, OAT CELL TYPE I REMISSION",""
"M80429","SMÅCELLET KARC., OAT CELL TYPE, USIKKERT OM PRIM. EL. MET.",""
"M80433","SMÅCELLET KARCINOM, INTERMEDIÆR TYPE",""
"M80434","SMÅCELLET KARCINOM, INTERMEDIÆR TYPE, DIREKTE SPREDNING",""
"M80435","UDGÅET PR. 01.01.96",""
"M80435","SMÅCELLET KARCINOM, INTERMEDIÆR TYPE, MIKROINVASION",""
"M80436","METASTASE, SMÅCELLET KARCINOM, INTERMEDIÆR TYPE",""
"M80437","SMÅCELLET KARCINOM, INTERMEDIÆR TYPE, RECIDIV",""
"M80438","SMÅCELLET KARCINOM, INTERMEDIÆR TYPE I REMISSION",""
"M80439","SMÅCELLET KARC., INTERMED. TYPE, USIKKERT OM PRIM. EL. MET.",""
"M80500","PAPILLOM",""
"M80513","VERRUKØST KARCINOM",""
"M80514","VERRUKØST KARCINOM, DIREKTE SPREDNING",""
"M80515","UDGÅET PR. 01.01.96",""
"M80515","VERRUKØST KARCINOM, MIKROINVASION",""
"M80516","METASTASE, VERRUKØST KARCINOM",""
"M80517","VERRUKØST KARCINOM, RECIDIV",""
"M80518","VERRUKØST KARCINOM I REMISSION",""
"M80519","VERRUKØST KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80520","PLANOCELLULÆRT PAPILLOM",""
"M80523","PAPILLÆRT PLANOCELLULÆRT KARCINOM",""
"M80524","PAPILLÆRT PLANOCELLULÆRT KARCINOM, DIREKTE SPREDNING",""
"M80526","METASTASE, PAPILLÆRT PLANOCELLULÆRT KARCINOM",""
"M80527","PAPILLÆRT PLANOCELLULÆRT KARCINOM, RECIDIV",""
"M80529","PAPILLÆRT PLANOCELLULÆRT KARCINOM, USIKKERT OM PRIM. EL. MET.",""
"M80530","INVERTERET PAPILLOM",""
"M80600","PAPILLOMATOSE",""
"M80702","PLANOCELLULÆRT KARCINOM IN SITU",""
"M80703","PLANOCELLULÆRT KARCINOM",""
"M80704","PLANOCELLULÆRT KARCINOM, DIREKTE SPREDNING",""
"M80706","METASTASE, PLANOCELLULÆRT KARCINOM",""
"M80707","PLANOCELLULÆRT KARCINOM, RECIDIV",""
"M80708","PLANOCELLULÆRT KARCINOM I REMISSION",""
"M80709","PLANOCELLULÆRT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80713","PLANOCELLULÆRT KARCINOM,KERATINISERENDE",""
"M80714","PLANOCELLULÆRT KARCINOM, KERATINISERENDE, DIREKTE SPREDNING",""
"M80715","UDGÅET PR. 01.01.96",""
"M80715","PLANOCELLULÆRT KARCINOM, KERATINISERENDE, MIKROINVASION",""
"M80716","METASTASE, PLANOCELLULÆRT KARCINOM, KERATINISERENDE",""
"M80717","PLANOCELLULÆRT KARCINOM, KERATINISERENDE, RECIDIV",""
"M80718","PLANOCELLULÆRT KARCINOM, KERATINISERENDE I REMISSION",""
"M80719","PLANOCELLULÆRT KARC., KERATIN., USIKKERT OM PRIM. EL. MET.",""
"M80722","PLANOCELLULÆRT KARCINOM IN SITU, STORCELLET",""
"M80723","PLANOCELLULÆRT KARCINOM, IKKE-KERATINISERENDE",""
"M80724","PLANOCELLULÆRT KARC., IKKE-KERATIN., DIREKTE SPREDNING",""
"M80725","UDGÅET PR. 01.01.96",""
"M80725","PLANOCELLULÆRT KARCINOM, IKKE-KERATINISERENDE, MIKROINVASION",""
"M80726","METASTASE, PLANOCELL.KARCINOM,IKKE-KERATINISERENDE",""
"M80726","METASTASE, PLANOCELL.KARCINOM, IKKE-KERATINISERENDE",""
"M80727","PLANOCELLULÆRT KARCINOM, IKKE-KERATINISERENDE, RECIDIV",""
"M80728","PLANOCELLULÆRT KARCINOM, IKKE-KERATINISERENDE I REMISSION",""
"M80729","PLANOCELL. KARC., IKKE-KERATIN., USIKKERT OM PRIM. EL. MET.",""
"M80732","PLANOCELLULÆRT KARCINOM IN SITU, SMÅCELLET",""
"M80733","PLANOCELLULÆRT KARCINOM, SMÅCELLET",""
"M80734","PLANOCELLULÆRT KARCINOM, SMÅCELLET, DIREKTE SPREDNING",""
"M80735","UDGÅET PR. 01.01.96",""
"M80735","PLANOCELLULÆRT KARCINOM, SMÅCELLET, MIKROINVASION",""
"M80736","METASTASE, PLANOCELLULÆRT KARCINOM, SMÅCELLET",""
"M80736","METASTASE, PLANOCELL.KARCINOM,IKKE KERATINISERENDE,SMÅCELLET",""
"M80737","PLANOCELLULÆRT KARCINOM, SMÅCELLET, RECIDIV",""
"M80738","PLANOCELLULÆRT KARCINOM, SMÅCELLET I REMISSION",""
"M80739","PLANOCELLULÆRT KARC., SMÅCELLET, USIKKERT OM PRIM. EL. MET.",""
"M80743","PLANOCELLULÆRT KARCINOM, SPINDLE CELL TYPE",""
"M80744","PLANOCELLULÆRT KARC., SPINDLE CELL TYPE, DIREKTE SPREDNING",""
"M80745","UDGÅET PR. 01.01.96",""
"M80745","PLANOCELLULÆRT KARCINOM, SPINDLE CELL TYPE, MIKROINVASION",""
"M80746","METASTASE, PLANOCELLULÆRT KARCINOM, SPINDLE CELL TYPE",""
"M80747","PLANOCELLULÆRT KARCINOM, SPINDLE CELL TYPE, RECIDIV",""
"M80748","PLANOCELLULÆRT KARCINOM, SPINDLE CELL TYPE I REMISSION",""
"M80749","PLANOCEL. KARC., SPINDLE CELL TYPE, USIKKERT OM PRIM.EL.MET.",""
"M80753","ADENOIDT PLANOCELLULÆRT KARCINOM",""
"M80754","ADENOIDT PLANOCELLULÆRT KARCINOM, DIREKTE SPREDNING",""
"M80755","UDGÅET PR. 01.01.96",""
"M80755","ADENOIDT PLANOCELLULÆRT KARCINOM, MIKROINVASION",""
"M80756","METASTASE, ADENOIDT PLANOCELLULÆRT KARCINOM",""
"M80757","ADENOIDT PLANOCELLULÆRT KARCINOM, RECIDIV",""
"M80758","ADENOIDT PLANOCELLULÆRT KARCINOM I REMISSION",""
"M80759","ADENOIDT PLANOCELLULÆRT KARCINOM, USIK. OM PRI. ELL.METASTASE",""
"M80762","PLANOCELLULÆRT KARCINOM IN SITU MED TVIVLSOM STROMAINVASION",""
"M80763","MIKROINVASIVT PLANOCELLULÆRT KARCINOM",""
"M80802","QUEYRATS ERYTROPLASI",""
"M80812","BOWENS SYGDOM",""
"M80823","LYMFOEPITELIOM",""
"M80824","LYMFOEPITELIOM, DIREKTE SPREDNING",""
"M80826","METASTASE, LYMFOEPITELIOM",""
"M80827","LYMFOEPITELIOM, RECIDIV",""
"M80828","LYMFOEPITELIOM I REMISSION",""
"M80829","LYMFOEPITELIOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M80833","LAVT DIFFERENTIERET PLANOCELLULÆRT KARCINOM",""
"M80834","LAVT DIFF. PLANOCELLULÆRT KARCINOM, DIREKTE SPREDNING",""
"M80836","METASTASE, LAVT DIFFERENTIERET PLANOCELLULÆRT KARCINOM",""
"M80837","LAVT DIFFERENTIERET PLANOCELLULÆRT KARCINOM, RECIDIV",""
"M80838","LAVT DIFFERENTIERET PLANOCELLULÆRT KARCINOM I REMISSION",""
"M80839","LAVT DIFF. PLANOCELLULÆRT KARC., USIKKERT OM PRIM. EL. MET.",""
"M80902","SUPERFICIELT BASOCELLULÆRT KARCINOM",""
"M80903","BASOCELLULÆRT KARCINOM",""
"M80904","BASOCELLULÆRT KARCINOM, DIREKTE SPREDNING",""
"M80906","METASTASE, BASOCELLULÆRT KARCINOM",""
"M80907","BASOCELLULÆRT KARCINOM, RECIDIV",""
"M80923","BASOCELLULÆRT KARCINOM AF MORPHEA TYPE",""
"M80924","BASOCELLULÆRT KARCINOM AF MORPHEA TYPE, DIREKTE SPREDNING",""
"M80926","METASTASE, BASOCELLULÆRT KARCINOM AF MORPHEA TYPE",""
"M80927","BASOCELLULÆRT KARCINOM AF MORPHEA TYPE, RECIDIV",""
"M80933","BASOCELLULÆRT KARCINOM AF FIBROEPITELIAL TYPE",""
"M80934","BASOCELLULÆRT KARCINOM AF FIBROEPITELIAL TYPE, DIR. SPREDNING",""
"M80936","METASTASE, BASOCELLULÆRT KARCINOM AF FIBROEPITELIAL TYPE",""
"M80937","BASOCELLULÆRT KARCINOM AF FIBROEPITELIAL TYPE, RECIDIV",""
"M80943","BLANDET BASOCELLULÆRT OG PLANOCELLULÆRT KARCINOM",""
"M80944","BL. BASOCELLULÆRT OG PLANOCELLULÆRT KARCINOM, DIR. SPREDNING",""
"M80946","METASTASE, BLANDET BASOCELLULÆRT OG PLANOCELLULÆRT KARCINOM",""
"M80947","BLANDET BASOCELLULÆRT OG PLANOCELLULÆRT KARCINOM, RECIDIV",""
"M80953","METATYPISK KARCINOM",""
"M80954","METATYPISK KARCINOM, DIREKTE SPREDNING",""
"M80955","UDGÅET PR. 01.01.96",""
"M80955","METATYPISK KARCINOM, MIKROINVASION",""
"M80956","METASTASE, METATYPISK KARCINOM",""
"M80957","METATYPISK KARCINOM, RECIDIV",""
"M80958","METATYPISK KARCINOM I REMISSION",""
"M80959","METATYPISK KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81000","TRIKOEPITELIOM",""
"M81010","TRIKOFOLLIKULOM",""
"M81020","TRIKOLEMMOM",""
"M81100","PILOMATRIXOM",""
"M81200","TRANSITIOCELLULÆRT PAPILLOM",""
"M81200","TRANSITIOCELLULÆRT PAPILLOM (GRAD 0-I)",""
"M81202","TRANSITIOCELLULÆRT KARCINOM IN SITU",""
"M81203","TRANSITIOCELLULÆR, PAPILLÆR TUMOR",""
"M81203","TRANSITIOCELLULÆRT KARCINOM",""
"M81204","TRANSITIOCELLULÆR, PAPILLÆR TUMOR, DIREKTE SPREDNING",""
"M81205","UDGÅET PR. 01.01.96",""
"M81205","TRANSITIOCELLULÆR, PAPILLÆR TUMOR, MIKROINVASION",""
"M81206","METASTASE, TRANSITIOCELLULÆR, PAPILLÆR TUMOR",""
"M81207","TRANSITIOCELLULÆR, PAPILLÆR TUMOR, RECIDIV",""
"M81208","TRANSITIOCELLULÆR, PAPILLÆR TUMOR I REMISSION",""
"M81209","TRANSITIOCEL., PAPIL. TUMOR, USIKKERT OM PRIMÆR EL. MET.",""
"M81210","TRANSITIONALT PAPILLOM",""
"M81211","INVERTERET TRANSITIONALT PAPILLOM",""
"M81213","TRANSITIONALT KARCINOM",""
"M81214","TRANSITIONALT KARCINOM, DIREKTE SPREDNING",""
"M81216","METASTASE, TRANSITIONALT KARCINOM",""
"M81217","TRANSITIONALT KARCINOM, RECIDIV",""
"M81219","TRANSITIONALT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81233","BASALOIDT KARCINOM",""
"M81234","BASALOIDT KARCINOM, DIREKTE SPREDNING",""
"M81236","METASTASE, BASALOIDT KARCINOM",""
"M81237","BASALOIDT KARCINOM, RECIDIV",""
"M81239","BASALOIDT KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M813A3","TRANSITIOCELLULÆR, SOLID TUMOR",""
"M813A4","TRANSITIOCELLULÆR, SOLID TUMOR, DIREKTE SPREDNING",""
"M813A6","METASTASE, TRANSITIOCELLULÆR, SOLID TUMOR",""
"M813A7","TRANSITIOCELLULÆR, SOLID TUMOR, RECIDIV",""
"M813A9","TRANSITIOCELLULÆR, SOLID TUMOR, USIKKERT OM PRIMÆR ELLER MET.",""
"M81301","UDGÅET PR. 31. DECEMBER 1984",""
"M81301","TRANSITIOCELLULÆRT PAPILLOM (GR. II)",""
"M81302","UDGÅET PR. 31. DECEMBER 1984",""
"M81302","TRANSITIOCELLULÆRT PAPILLOM (GRAD III-IV)",""
"M81303","TRANSITIOCELLULÆR TUMOR",""
"M81303","UDGÅET PR. 31. DECEMBER 1984",""
"M81303","PAPILLÆRT, TRANSITIOCELLULÆRT KARCINOM",""
"M81304","TRANSITIOCELLULÆR TUMOR, DIREKTE SPREDNING",""
"M81306","METASTASE, TRANSITIOCELLULÆR TUMOR",""
"M81306","UDGÅET PR. 31. DECEMBER 1984",""
"M81306","METASTASE, PAPILLÆRT, TRANSITIOCELLULÆRT KARCINOM",""
"M81307","TRANSITIOCELLULÆR TUMOR, RECIDIV",""
"M81309","TRANSITIOCELLULÆR TUMOR, USIKKERT OM PRIMÆR ELLER METASTASE",""
"M81400","ADENOM",""
"M81401","ADENOM, USIKKERT OM BENIGNT ELLER MALIGNT",""
"M81402","ADENOKARCINOM IN SITU",""
"M81403","ADENOKARCINOM",""
"M81404","ADENOKARCINOM, DIREKTE SPREDNING",""
"M81406","METASTASE, ADENOKARCINOM",""
"M81407","ADENOKARCINOM, RECIDIV",""
"M81409","ADENOKARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81423","LINITIS PLASTICA",""
"M81424","LINITIS PLASTICA, DIREKTE SPREDNING",""
"M81426","METASTASE, LINITIS PLASTICA",""
"M81427","LINITIS PLASTICA, RECIDIV",""
"M81429","LINITIS PLASTICA, USIKKERT OM PRIMÆR ELLER METASTASE",""
"M81433","SUPERFICIELT VOKSENDE ADENOKARCINOM",""
"M81443","INTESTINALCELLE ADENOKARCINOM",""
"M81444","INTESTINALCELLE ADENOKARCINOM, DIREKTE SPREDNING",""
"M81446","METASTASE, INTESTINALCELLE ADENOKARCINOM",""
"M81447","INTESTINALCELLE ADENOKARCINOM, RECIDIV",""
"M81449","INTESTINALCELLE ADENOKARCINOM, USIKKERT OM PRIMÆRT EL. MET.",""
"M81453","DIFFUST ADENOKARCINOM",""
"M81454","DIFFUST ADENOKARCINOM, DIREKTE SPREDNING",""
"M81456","METASTASE, DIFFUST ADENOKARCINOM",""
"M81457","DIFFUST ADENOKARCINOM, RECIDIV",""
"M81459","DIFFUST ADENOKARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81460","MONOMORFT ADENOM",""
"M81470","BASALCELLEADENOM",""
"M81473","BASALCELLEADENOKARCINOM",""
"M81474","BASALCELLEADENOKARCINOM, DIREKTE SPREDNING",""
"M81475","UDGÅET PR. 01.01.96",""
"M81475","BASALCELLE ADENOKARCINOM, MIKROINVASION",""
"M81476","METASTASE, BASALCELLEADENOKARCINOM",""
"M81477","BASALCELLEADENOKARCINOM, RECIDIV",""
"M81478","BASALCELLEADENOKARCINOM I REMISSION",""
"M81479","BASALCELLEADENOKARCINOM, USIKK. OM PRIM. ELLER METASTASE",""
"M81480","KANALIKULÆRT ADENOM",""
"M81483","PYLORIC CELL TYPE KARCINOM",""
"M81484","PYLORIC CELL TYPE KARCINOM, DIREKTE SPREDNING",""
"M81486","METASTASE, PYLORIC CELL TYPE KARCINOM",""
"M81487","PYLORIC CELL TYPE KARCINOM, RECIDIV",""
"M81489","PYLORIC CELL TYPE KARCINOM, USIKKERT OM PRIMÆRT EL. MET.",""
"M81493","MUCOUS CELL TYPE KARCINOM",""
"M81494","MUCOUS CELL TYPE KARCINOM, DIREKTE SPREDNING",""
"M81496","METASTASE, MUCOUS CELL TYPE KARCINOM",""
"M81497","MUCOUS CELL TYPE KARCINOM, RECIDIV",""
"M81499","MUCOUS CELL TYPE KARCINOM, USIKKERT OM PRIMÆRT EL. METASTASE",""
"M81500","Ø-CELLE ADENOM",""
"M81503","Ø-CELLE KARCINOM",""
"M81504","Ø-CELLE KARCINOM, DIREKTE SPREDNING",""
"M81506","METASTASE, Ø-CELLE KARCINOM",""
"M81507","Ø-CELLE KARCINOM, RECIDIV",""
"M81509","Ø-CELLE KARCINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81510","INSULINOM",""
"M81513","MALIGNT INSULINOM",""
"M81514","MALIGNT INSULINOM, DIREKTE SPREDNING",""
"M81516","METASTASE, MALIGNT INSULINOM",""
"M81517","MALIGNT INSULINOM, RECIDIV",""
"M81519","MALIGNT INSULINOM, USIKKERT OM PRIMÆRT ELLER METASTASE",""
"M81520","GLUKAGONOM",""
"M81523","MALIGNT GLUKAGONOM",""
"M81524","MALIGNT GLUKAGONOM, DIREKTE SPREDNING",""
"M81526","METASTASE, MALIGNT GLUKAGONOM",""
